class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
824,White-breasted Nuthatch,White-breasted Nuthatch,species_label,likely_covered_species_page,White-breasted Nuthatch,https://www.allaboutbirds.org/guide/White-breasted_Nuthatch/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The largest nuthatch, this is still a small bird with a large head and almost no neck. The tail is very short, and the long, narrow bill is straight or slightly upturned. White-breasted Nuthatches are gray-blue on the back, with a frosty white face and underparts. The black or gray cap and neck frame the face and make it look like this bird is wearing a hood. The lower belly and under the tail are often chestnut.",https://www.allaboutbirds.org/guide/White-breasted_Nuthatch/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
825,Pygmy Nuthatch,Pygmy Nuthatch,species_label,likely_covered_species_page,Pygmy Nuthatch,https://www.allaboutbirds.org/guide/Pygmy_Nuthatch/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A tiny bird with a relatively large, rounded head, no discernible neck, and a straight, sharp bill. The legs are short, the wings are short and broad, and the tail is short and square. Bluish-gray above with a sharply defined brown crown and pale nape spot. The throat is white and the underside creamy buff. Some subspecies show a blackish line through eye.",https://www.allaboutbirds.org/guide/Pygmy_Nuthatch/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
826,Brown-headed Nuthatch,Brown-headed Nuthatch,species_label,likely_covered_species_page,Brown-headed Nuthatch,https://www.allaboutbirds.org/guide/Brown-headed_Nuthatch/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Brown-headed Nuthatch is a tiny, compact bird. It appears rather round thanks to its short tail, legs, and neck. It also has a chisel-like bill that looks a little too big for its body. This bird is white below and gray above with a brown head. Finer inspection reveals a white spot on the back of the head and small white spots in the tail that are visible in flight. Males and females look similar.",https://www.allaboutbirds.org/guide/Brown-headed_Nuthatch/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
827,Brown Creeper,Brown Creeper,species_label,likely_covered_species_page,Brown Creeper,https://www.allaboutbirds.org/guide/Brown_Creeper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Brown Creepers are tiny yet lanky songbirds. They have long, spine-tipped tails, slim bodies, and slender, decurved bills. Streaked brown and buff above, with their white underparts usually hidden against a tree trunk, Brown Creepers blend easily into bark. Their brownish heads show a broad, buffy stripe over the eye (supercilium).",https://www.allaboutbirds.org/guide/Brown_Creeper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
828,Cactus Wren,Cactus Wren,species_label,likely_covered_species_page,Cactus Wren,https://www.allaboutbirds.org/guide/Cactus_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Cactus Wren is a large chunky wren with a long heavy bill, a long, rounded tail, and short, rounded wings. The Cactus Wren is the largest wren in the United States and is similar in size to a Spotted Towhee. The Cactus Wren is a speckled brown bird with bright white eyebrows that extend from the bill, across and above their red eyes, to the sides of the neck. They have pale cinnamon sides and a white chest with dark speckles. The back is brown with heavy white streaks, and the tail is barred white and black—especially noticeable from below. Males and females look alike, but juveniles are slightly paler and have a brown eye.",https://www.allaboutbirds.org/guide/Cactus_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
829,Canyon Wren,Canyon Wren,species_label,likely_covered_species_page,Canyon Wren,https://www.allaboutbirds.org/guide/Canyon_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A distinctive pot-bellied wren with a long, slender, slightly curved bill, a fairly long tail, and strong, short legs. The wings are short and rounded. Canyon Wrens are rusty brown birds with a neat white throat. The head is a grayer brown than the body and speckled with white, while the tail is a brighter rusty brown than the back. The wings and tail are barred with black.",https://www.allaboutbirds.org/guide/Canyon_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
830,Carolina Wren,Carolina Wren,species_label,likely_covered_species_page,Carolina Wren,https://www.allaboutbirds.org/guide/Carolina_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Carolina Wren is a small but chunky bird with a round body and a long tail that it often cocks upward. The head is large with very little neck, and the distinctive bill marks it as a wren: long, slender, and downcurved. Both males and females are a bright, unpatterned reddish-brown above and warm buffy-orange below, with a long white eyebrow stripe, dark bill, and white chin and throat.",https://www.allaboutbirds.org/guide/Carolina_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
831,Bewick's Wren,Bewick's Wren,species_label,likely_covered_species_page,Bewick's Wren,https://www.allaboutbirds.org/guide/Bewicks_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Bewick’s Wrens are medium-sized wrens with a slender body and a strikingly long tail often held upright. They have slender, long bills that are slightly downcurved. Bewick’s Wrens are subdued brown-and-gray wrens with a long, brow-like white stripe over the eye. The back and wings are plain brown; underparts gray-white; and the long tail is barred with black and tipped with white spots. Males and females look the same.",https://www.allaboutbirds.org/guide/Bewicks_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
832,House Wren,House Wren,species_label,likely_covered_species_page,House Wren,https://www.allaboutbirds.org/guide/House_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Small and compact, with a flat head and fairly long, curved beak. Short-winged, often keeping its longish tail either cocked above the line of the body or slightly drooped. Subdued brown overall with darker barring on the wings and tail. The pale eyebrow that is characteristic of so many wren species is much fainter in Northern House Wrens.",https://www.allaboutbirds.org/guide/House_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
833,Pacific Wren,Pacific Wren,species_label,likely_covered_species_page,Pacific Wren,https://www.allaboutbirds.org/guide/Pacific_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"One of the smallest wrens in the United States, the Pacific Wren has a short, stubby tail which it usually holds upright. Their small size and short tail give them a round appearance. They have short wings and a thin bill. This wren is brown overall with darker brownish-black barring on the wings, tail, and belly. The face is also brown with a slight pale mark over the eyebrow.",https://www.allaboutbirds.org/guide/Pacific_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
834,Winter Wren,Winter Wren,species_label,likely_covered_species_page,Winter Wren,https://www.allaboutbirds.org/guide/Winter_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Winter Wren is a plump round ball with a stubby tail that it usually holds straight up. Its bill is small and thin, in keeping with its diminutive appearance. In the dark forest understory, the Winter Wren appears brown overall. With a closer look, you’ll see darker brown barring on the wings, tail, and belly. It has a pale tan eyebrow stripe above the eye and a plain brown cap. Its unmarked throat and barred belly are pale tan, paler than the back.",https://www.allaboutbirds.org/guide/Winter_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
835,Marsh Wren,Marsh Wren,species_label,likely_covered_species_page,Marsh Wren,https://www.allaboutbirds.org/guide/Marsh_Wren/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Marsh Wren is a small, plump, round-bodied wren with a short tail that it often holds up almost vertically above its back. It has a thin bill and short wings. The Marsh Wren is whitish below and rusty brown above, with black-and-white streaks down its back and a white eyebrow.",https://www.allaboutbirds.org/guide/Marsh_Wren/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
836,Blue-gray Gnatcatcher,Blue-gray Gnatcatcher,species_label,likely_covered_species_page,Blue-gray Gnatcatcher,https://www.allaboutbirds.org/guide/Blue-gray_Gnatcatcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Blue-gray Gnatcatchers are tiny, slim songbirds with long legs; a long tail; and a thin, straight bill. Blue-gray Gnatcatchers are pale blue-gray birds with grayish-white underparts and a mostly black tail with white edges. The underside of the tail is mostly white. The face is highlighted by a thin but obvious white eyering. In summer, male Blue-gray Gnatcatchers sport a black ‘V’ on their foreheads extending above their eyes.",https://www.allaboutbirds.org/guide/Blue-gray_Gnatcatcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
837,Black-tailed Gnatcatcher,Black-tailed Gnatcatcher,species_label,likely_covered_species_page,Black-tailed Gnatcatcher,https://www.allaboutbirds.org/guide/Black-tailed_Gnatcatcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A tiny, slim songbird with a thin, straight bill, small body, and long tail. Black-tailed Gnatcatchers are gray overall with a fine white eyering, and a black tail with white flashes on the underside. They are darker gray above, with paler gray underparts. Breeding males have a black cap.",https://www.allaboutbirds.org/guide/Black-tailed_Gnatcatcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
838,American Dipper,American Dipper,species_label,likely_covered_species_page,American Dipper,https://www.allaboutbirds.org/guide/American_Dipper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Medium-sized, round-bodied, and chunky, with long legs, rounded head and short neck, a short, sturdy bill, and a short tail. Adults are dark gray all over, slightly more brownish around the head. Legs are pink and the bill is black. Young birds have faintly barred underparts and a yellowish bill. Look for distinct white eyelids when they blink.",https://www.allaboutbirds.org/guide/American_Dipper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
839,Golden-crowned Kinglet,Golden-crowned Kinglet,species_label,likely_covered_species_page,Golden-crowned Kinglet,https://www.allaboutbirds.org/guide/Golden-crowned_Kinglet/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"These are tiny songbirds with a rounded body, short wings, and skinny tail. They have relatively large heads, and their bills are short and thin, perfect for gleaning small insects. Golden-crowned Kinglets are pale olive above and gray below, with a black-and-white striped face and bright yellow-orange crown patch. They have a thin white wingbar and yellow edges to their black flight feathers.",https://www.allaboutbirds.org/guide/Golden-crowned_Kinglet/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
840,Ruby-crowned Kinglet,Ruby-crowned Kinglet,species_label,likely_covered_species_page,Ruby-crowned Kinglet,https://www.allaboutbirds.org/guide/Ruby-crowned_Kinglet/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Kinglets are tiny songbirds with relatively large heads, almost no neck, and thin tails. They have very small, thin, straight bills. Ruby-crowned Kinglets are olive-green birds with a prominent white eyering and white wingbar. This wingbar contrasts with an adjacent blackish bar in the wing. The “ruby crown” of the male is only occasionally visible.",https://www.allaboutbirds.org/guide/Ruby-crowned_Kinglet/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
841,Wrentit,Wrentit,species_label,likely_covered_species_page,Wrentit,https://www.allaboutbirds.org/guide/Wrentit/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Wrentits are small birds with fairly large, round heads and short rounded wings giving them an overall plump appearance. They have long legs and long tails, which they often hold up and away from their body at different angles. Their bills are short and slightly curved. Wrentits are plain brownish-gray with paler, slightly streaked, pale pinkish bellies. They have a distinctive pale eye.",https://www.allaboutbirds.org/guide/Wrentit/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
842,Eastern Bluebird,Eastern Bluebird,species_label,likely_covered_species_page,Eastern Bluebird,https://www.allaboutbirds.org/guide/Eastern_Bluebird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Eastern Bluebird is a small thrush with a big, rounded head, large eye, plump body, and alert posture. The wings are long, but the tail and legs are fairly short. The bill is short and straight. Male Eastern Bluebirds are vivid, deep blue above and rusty or brick-red on the throat and breast. Blue in birds always depends on the light, and males often look plain gray-brown from a distance. Females are grayish above with bluish wings and tail, and a subdued orange-brown breast.",https://www.allaboutbirds.org/guide/Eastern_Bluebird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
843,Western Bluebird,Western Bluebird,species_label,likely_covered_species_page,Western Bluebird,https://www.allaboutbirds.org/guide/Western_Bluebird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Western Bluebirds are small thrushes that usually perch upright. They are stocky with thin, straight bills and fairly short tails. Male Western Bluebirds are shiny blue above with rust-orange extending from a vest on the breast onto the upper back. Females are gray-buff with a pale orange wash on the breast and blue tints to the wings and tail. The throat is blue in males and gray-buff in females, and the lower belly is whitish.",https://www.allaboutbirds.org/guide/Western_Bluebird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
844,Mountain Bluebird,Mountain Bluebird,species_label,likely_covered_species_page,Mountain Bluebird,https://www.allaboutbirds.org/guide/Mountain_Bluebird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Mountain Bluebirds are fairly small thrushes with round heads and straight, thin bills. Compared with other bluebirds they are lanky and long-winged, with a long tail. Male Mountain Bluebirds are sky-blue, a bit darker on wings and tail and a bit paler below, with white under the tail. Females are mostly gray-brown with tinges of pale blue in the wings and tail. They occasionally show a suffusion of orange-brown on the chest. Mountain Bluebirds’ bills are entirely black. Juveniles have fewer spots than the young of other bluebirds and lack spotting on the back.",https://www.allaboutbirds.org/guide/Mountain_Bluebird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
845,Townsend's Solitaire,Townsend's Solitaire,species_label,likely_covered_species_page,Townsend's Solitaire,https://www.allaboutbirds.org/guide/Townsends_Solitaire/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"This thrush is a medium-sized songbird with a long tail, a short bill, and a small rounded head relative to its body size. Their upright posture and long tail gives them a long and slender appearance. Townsend’s Solitaires are gray birds with prominent white eyerings. Their buffy wing patches and white outer tail feathers are often prominent in flight. Juveniles are dark gray overall and heavily spotted with buff and white, giving them a scaly look.",https://www.allaboutbirds.org/guide/Townsends_Solitaire/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
846,Veery,Veery,species_label,likely_covered_species_page,Veery,https://www.allaboutbirds.org/guide/Veery/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Veeries are medium-sized thrushes—smaller than an American Robin but similar in shape. They have a plump body, round head, a straight, narrow bill, and fairly long wings and legs. Most Veeries are uniformly bright cinnamon-brown above with indistinct spotting on the chest and pale underparts (see Regional Differences for exceptions). The throat is white with a buffy-orange cast.",https://www.allaboutbirds.org/guide/Veery/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
847,Swainson's Thrush,Swainson's Thrush,species_label,likely_covered_species_page,Swainson's Thrush,https://www.allaboutbirds.org/guide/Swainsons_Thrush/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Swainson’s Thrushes are medium-sized thrushes—slim songbirds with round heads and short, straight bills. Their fairly long wings and medium-length tail can make the back half of the bird appear long. These medium-brown birds with pale underparts have spotted chests and large buffy eyerings that extend in front of the eye, creating “spectacles.” The whitish throat is bordered on each side with a dark brown stripe. Swainson’s Thrushes breeding on the Pacific slope of the U.S. and Canada have warmer brown upperparts (see Regional Differences).",https://www.allaboutbirds.org/guide/Swainsons_Thrush/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
848,Hermit Thrush,Hermit Thrush,species_label,likely_covered_species_page,Hermit Thrush,https://www.allaboutbirds.org/guide/Hermit_Thrush/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Hermit Thrushes have a chunky shape similar to an American Robin, but smaller. They stand upright, often with the slender, straight bill slightly raised. Like other thrushes, the head is round and the tail fairly long. The Hermit Thrush is rich brown on the head and back, with a distinctly warm, reddish tail. The underparts are pale with distinct spots on the throat and smudged spots on the breast. With a close look you may see a thin pale eyering (not a bold one).",https://www.allaboutbirds.org/guide/Hermit_Thrush/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
849,Wood Thrush,Wood Thrush,species_label,likely_covered_species_page,Wood Thrush,https://www.allaboutbirds.org/guide/Wood_Thrush/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Wood Thrush's pot-bellied body, short tail, straight bill, big head, and upright posture give it the profile of a scaled-down American Robin. Wood Thrushes are warm reddish-brown above and white with bold black spots on their underparts. Juveniles show a somewhat muted version of the same pattern. All have a bold, white eyering.",https://www.allaboutbirds.org/guide/Wood_Thrush/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
850,Varied Thrush,Varied Thrush,species_label,likely_covered_species_page,Varied Thrush,https://www.allaboutbirds.org/guide/Varied_Thrush/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Varied Thrushes are stocky songbirds with large, rounded heads, straight bills, and long legs. Usually seen standing horizontally on the ground or in a tree, they often look plump-bellied with a relatively short tail. Male Varied Thrushes are dark blue-gray on the back and rich burnt-orange below with a sooty-black breastband and orange line over the eye. The wings are blackish with two orange bars and orange edging to the flight feathers. Females have the same patterns, but are paler gray-brown than males.",https://www.allaboutbirds.org/guide/Varied_Thrush/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
851,Gray Catbird,Gray Catbird,species_label,likely_covered_species_page,Gray Catbird,https://www.allaboutbirds.org/guide/Gray_Catbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A medium-sized, slender songbird with a long, rounded, black tail and a narrow, straight bill. Catbirds are fairly long legged and have broad, rounded wings. Catbirds give the impression of being entirely slaty gray. With a closer look you’ll see a small black cap, blackish tail, and a rich rufous-brown patch under the tail.",https://www.allaboutbirds.org/guide/Gray_Catbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
852,Northern Mockingbird,Northern Mockingbird,species_label,likely_covered_species_page,Northern Mockingbird,https://www.allaboutbirds.org/guide/Northern_Mockingbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A medium-sized songbird, a bit more slender than a thrush and with a longer tail. Mockingbirds have small heads, a long, thin bill with a hint of a downward curve, and long legs. Their wings are short, rounded, and broad, making the tail seem particularly long in flight. Mockingbirds are overall gray-brown, paler on the breast and belly, with two white wingbars on each wing. A white patch in each wing is often visible on perched birds, and in flight these become large white flashes. The white outer tail feathers are also flashy in flight.",https://www.allaboutbirds.org/guide/Northern_Mockingbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
853,Brown Thrasher,Brown Thrasher,species_label,likely_covered_species_page,Brown Thrasher,https://www.allaboutbirds.org/guide/Brown_Thrasher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Brown Thrashers are fairly large, slender songbirds with long proportions—the legs are long and sturdy, and the bill is long and slightly downcurved. The tail is long, too, and often cocked upward in the manner of wrens. Brown Thrashers are foxy brown birds with heavy, dark streaking on their whitish underparts. The face is gray-brown and the wings show two black-and-white wingbars. They have bright-yellow eyes.",https://www.allaboutbirds.org/guide/Brown_Thrasher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
854,Curve-billed Thrasher,Curve-billed Thrasher,species_label,likely_covered_species_page,Curve-billed Thrasher,https://www.allaboutbirds.org/guide/Curve-billed_Thrasher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A lanky songbird with a long, curved bill, long tail, and thick legs, recalling a mockingbird but bulkier and with a different bill. Grayish brown above, paler off-white below mottled with indistinct gray-brown speckling. The eye is orange-yellow.",https://www.allaboutbirds.org/guide/Curve-billed_Thrasher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
855,California Thrasher,California Thrasher,species_label,likely_covered_species_page,California Thrasher,https://www.allaboutbirds.org/guide/California_Thrasher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A large, lanky songbird with a very long tail and long legs. The bill is very long and strongly curved. It has wide wings. Brown to grayish brown overall with a pale throat and a buffy or rusty patch under the tail.",https://www.allaboutbirds.org/guide/California_Thrasher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
856,European Starling (Nonbreeding Adult),European Starling,variant_label,likely_covered_species_page,European Starling,https://www.allaboutbirds.org/guide/European_Starling/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"Starlings are chunky and blackbird-sized, but with short tails and long, slender beaks. In flight their wings are short and pointed, making them look rather like small, four-pointed stars (and giving them their name). At a distance, starlings look black. In summer they are purplish-green iridescent with yellow beaks; in fresh winter plumage they are brown, covered in brilliant white spots.",https://www.allaboutbirds.org/guide/European_Starling/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
857,American Pipit,American Pipit,species_label,likely_covered_species_page,American Pipit,https://www.allaboutbirds.org/guide/American_Pipit/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A small, slim songbird with a short, thin bill, and medium-length tail, recalling a lark (or a sparrow, but lacking a sparrow’s heavier bill). Brownish or grayish above, pale below, with most subspecies showing streaks in the breast and sides, especially in winter.",https://www.allaboutbirds.org/guide/American_Pipit/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
858,Bohemian Waxwing,Bohemian Waxwing,species_label,likely_covered_species_page,Bohemian Waxwing,https://www.allaboutbirds.org/guide/Bohemian_Waxwing/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Bohemian Waxwings are full-bellied, thick-necked birds with a shaggy crest atop a pin head. The wings are broad and pointed, like a starling's. The tail is fairly short and square-tipped. The Bohemian Waxwing is grayish brown overall with subtle peach blushing around its black mask. The wings have 2 distinctive white rectangular patches and red waxlike tips on the secondaries. The undertail is rusty and the tail is tipped in yellow. Juveniles are grayer overall with a streaked belly. Juveniles lack the adult's peach blushing around the face and the red-tipped secondaries.",https://www.allaboutbirds.org/guide/Bohemian_Waxwing/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
859,Cedar Waxwing,Cedar Waxwing,species_label,likely_covered_species_page,Cedar Waxwing,https://www.allaboutbirds.org/guide/Cedar_Waxwing/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Cedar Waxwing is a medium-sized, sleek bird with a large head, short neck, and short, wide bill. Waxwings have a crest that often lies flat and droops over the back of the head. The wings are broad and pointed, like a starling’s. The tail is fairly short and square-tipped. Cedar Waxwings are pale brown on the head and chest fading to soft gray on the wings. The belly is pale yellow, and the tail is gray with a bright yellow tip. The face has a narrow black mask neatly outlined in white. The red waxy tips to the wing feathers are not always easy to see.",https://www.allaboutbirds.org/guide/Cedar_Waxwing/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
860,Ovenbird,Ovenbird,species_label,likely_covered_species_page,Ovenbird,https://www.allaboutbirds.org/guide/Ovenbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Ovenbird is a chunky, larger-than-average warbler, but still smaller than a Song Sparrow. It has a round head, fairly thick bill for a warbler, and a jaunty tail often cocked upward. Ovenbirds are olive-green above and spotted below, with bold black-and-orange crown stripes. A white eyering gives it a somewhat surprised expression. Like several other terrestrial, or near-terrestrial, warblers, Ovenbirds have pink legs.",https://www.allaboutbirds.org/guide/Ovenbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
