class_id,class_label,recommended_name,expert_visual_description,expert_visual_description_text
811,Carolina Chickadee,Carolina Chickadee,"[""tiny narrow body"", ""short neck"", ""large head"", ""black cap"", ""white cheek""]","A bird with tiny narrow body, short neck, large head, black cap, and white cheek."
812,Black-capped Chickadee,Black-capped Chickadee,"[""tiny short neck"", ""large head"", ""narrow tail"", ""short bill"", ""bib black"", ""white underparts"", ""buffy side"", ""black small eye""]","A bird with tiny short neck, large head, narrow tail, short bill, bib black, white underparts, buffy side, and black small eye."
813,Mountain Chickadee,Mountain Chickadee,"[""tiny full body"", ""large white head"", ""small bill"", ""long narrow tail"", ""rounded wings"", ""strikingly black gray elsewhere plumage"", ""white stripes""]","A bird with tiny full body, large white head, small bill, long narrow tail, rounded wings, strikingly black gray elsewhere plumage, and white stripes."
814,Chestnut-backed Chickadee,Chestnut-backed Chickadee,"[""tiny body"", ""large white head"", ""small bill"", ""narrow tail"", ""short rounded wings"", ""boldly black plumage"", ""white back""]","A bird with tiny body, large white head, small bill, narrow tail, short rounded wings, boldly black plumage, and white back."
815,Boreal Chickadee,Boreal Chickadee,"[""slim body"", ""long tail"", ""grayish-brown rich brown cap"", ""small black bib"", ""small white cheek"", ""whitish underparts"", ""buff side""]","A bird with slim body, long tail, grayish-brown rich brown cap, small black bib, small white cheek, whitish underparts, and buff side."
816,Bridled Titmouse,Bridled Titmouse,"[""moderately long tail"", ""rounded wings"", ""black line"", ""black eye"", ""black cheek"", ""black patches"", ""black nape"", ""black throat""]","A bird with moderately long tail, rounded wings, black line, black eye, black cheek, black patches, black nape, and black throat."
817,Oak Titmouse,Oak Titmouse,"[""small body"", ""short crest"", ""medium-long tail"", ""plain gray-brown plumage""]","A bird with small body, short crest, medium-long tail, and plain gray-brown plumage."
818,Juniper Titmouse,Juniper Titmouse,"[""small long round body"", ""short neck"", ""medium-long tail"", ""short crest"", ""large head"", ""short bill"", ""gray plumage"", ""gray belly"", ""dark eye""]","A bird with small long round body, short neck, medium-long tail, short crest, large head, short bill, gray plumage, gray belly, and dark eye."
819,Tufted Titmouse,Tufted Titmouse,"[""pointed crest"", ""pointed bill"", ""silvery gray upperparts"", ""white underparts"", ""white flank"", ""black patches""]","A bird with pointed crest, pointed bill, silvery gray upperparts, white underparts, white flank, and black patches."
820,Black-crested Titmouse,Black-crested Titmouse,"[""medium-sized body"", ""long tail"", ""short bill"", ""short black crest"", ""medium gray upperparts"", ""pale underparts"", ""grayish flank"", ""black side"", ""black forehead""]","A bird with medium-sized body, long tail, short bill, short black crest, medium gray upperparts, pale underparts, grayish flank, black side, and black forehead."
821,Verdin,Verdin,"[""tiny chickadee-like slight body"", ""moderately long tail"", ""small grayish yellow head"", ""tiny pointed bill"", ""small chestnut patches""]","A bird with tiny chickadee-like slight body, moderately long tail, small grayish yellow head, tiny pointed bill, and small chestnut patches."
822,Bushtit,Bushtit,"[""tiny plump body"", ""large head"", ""long tail"", ""long bill"", ""plain brown gray plumage"", ""contrasting blackish face""]","A bird with tiny plump body, large head, long tail, long bill, plain brown gray plumage, and contrasting blackish face."
823,Red-breasted Nuthatch,Red-breasted Nuthatch,"[""small compact red-breasted short body"", ""pointed bill"", ""red-breasted short tail"", ""red-breasted short neck"", ""short wings"", ""black cap"", ""black white stripes"", ""black eye""]","A bird with small compact red-breasted short body, pointed bill, red-breasted short tail, red-breasted short neck, short wings, black cap, black white stripes, and black eye."
824,White-breasted Nuthatch,White-breasted Nuthatch,"[""small body"", ""large head"", ""large black gray neck"", ""long narrow bill"", ""white-breasted gray-blue back"", ""white black gray face"", ""white underparts"", ""black gray cap""]","A bird with small body, large head, large black gray neck, long narrow bill, white-breasted gray-blue back, white black gray face, white underparts, and black gray cap."
825,Pygmy Nuthatch,Pygmy Nuthatch,"[""tiny large body"", ""rounded head"", ""rounded neck"", ""straight sharp bill"", ""broad tail"", ""bluish-gray upperparts"", ""brown crown"", ""pale nape"", ""brown spots"", ""underside creamy buff"", ""blackish line""]","A bird with tiny large body, rounded head, rounded neck, straight sharp bill, broad tail, bluish-gray upperparts, brown crown, pale nape, brown spots, underside creamy buff, and blackish line."
826,Brown-headed Nuthatch,Brown-headed Nuthatch,"[""tiny compact body"", ""short white tail"", ""short legs"", ""short neck"", ""chisel-like bill"", ""white underparts"", ""gray upperparts"", ""brown head"", ""white small spots""]","A bird with tiny compact body, short white tail, short legs, short neck, chisel-like bill, white underparts, gray upperparts, brown head, and white small spots."
827,Brown Creeper,Brown Creeper,"[""tiny yet lanky slim slender brown blend easily bark body"", ""long spine-tipped tail"", ""decurved bill"", ""streaked brown buff upperparts"", ""white underparts"", ""brownish head"", ""buffy stripes"", ""brownish eye""]","A bird with tiny yet lanky slim slender brown blend easily bark body, long spine-tipped tail, decurved bill, streaked brown buff upperparts, white underparts, brownish head, buffy stripes, and brownish eye."
828,Cactus Wren,Cactus Wren,"[""large chunky body"", ""long heavy bill"", ""long rounded tail"", ""short rounded wings"", ""speckled brown dark speckles plumage"", ""bright white eyebrow"", ""pale cinnamon side"", ""white chest"", ""heavy white streaks"", ""brown eye""]","A bird with large chunky body, long heavy bill, long rounded tail, short rounded wings, speckled brown dark speckles plumage, bright white eyebrow, pale cinnamon side, white chest, heavy white streaks, and brown eye."
829,Canyon Wren,Canyon Wren,"[""curved bill"", ""long tail"", ""short legs"", ""rounded body"", ""white throat"", ""black plumage""]","A bird with curved bill, long tail, short legs, rounded body, white throat, and black plumage."
830,Carolina Wren,Carolina Wren,"[""small chunky round long body"", ""long tail"", ""reddish-brown upperparts"", ""warm buffy-orange underparts"", ""long white eyebrow"", ""warm buffy-orange stripes"", ""dark bill"", ""white chin"", ""white throat""]","A bird with small chunky round long body, long tail, reddish-brown upperparts, warm buffy-orange underparts, long white eyebrow, warm buffy-orange stripes, dark bill, white chin, and white throat."
831,Bewick's Wren,Bewick's Wren,"[""medium-sized slender body"", ""long tail"", ""long bill"", ""subdued brown plumage"", ""gray long brow-like white stripes"", ""black bill tip"", ""white spots""]","A bird with medium-sized slender body, long tail, long bill, subdued brown plumage, gray long brow-like white stripes, black bill tip, and white spots."
832,House Wren,House Wren,"[""small compact short body"", ""flat head"", ""curved beak"", ""short wings"", ""short tail"", ""short upperparts"", ""short line"", ""subdued brown plumage"", ""pale eyebrow""]","A bird with small compact short body, flat head, curved beak, short wings, short tail, short upperparts, short line, subdued brown plumage, and pale eyebrow."
833,Pacific Wren,Pacific Wren,"[""small size"", ""short tail"", ""short wings"", ""thin bill"", ""brown plumage""]","A bird with small size, short tail, short wings, thin bill, and brown plumage."
834,Winter Wren,Winter Wren,"[""plump round ball body"", ""brown plumage"", ""pale tan eyebrow"", ""plain brown cap"", ""barred belly""]","A bird with plump round ball body, brown plumage, pale tan eyebrow, plain brown cap, and barred belly."
835,Marsh Wren,Marsh Wren,"[""small plump round body"", ""short tail"", ""thin bill"", ""short wings"", ""whitish underparts"", ""rusty brown upperparts"", ""rusty brown back"", ""white eyebrow""]","A bird with small plump round body, short tail, thin bill, short wings, whitish underparts, rusty brown upperparts, rusty brown back, and white eyebrow."
836,Blue-gray Gnatcatcher,Blue-gray Gnatcatcher,"[""tiny slim body"", ""long legs"", ""long black tail"", ""thin straight bill"", ""pale blue-gray grayish whitish underparts"", ""white edges"", ""white eyering""]","A bird with tiny slim body, long legs, long black tail, thin straight bill, pale blue-gray grayish whitish underparts, white edges, and white eyering."
837,Black-tailed Gnatcatcher,Black-tailed Gnatcatcher,"[""tiny slim small body"", ""thin straight bill"", ""long black tail"", ""gray plumage"", ""fine white eyering"", ""white flashes underside"", ""gray upperparts"", ""gray underparts"", ""black cap""]","A bird with tiny slim small body, thin straight bill, long black tail, gray plumage, fine white eyering, white flashes underside, gray upperparts, gray underparts, and black cap."
838,American Dipper,American Dipper,"[""medium-sized round chunky body"", ""long legs"", ""rounded brownish head"", ""short neck"", ""short yellowish bill"", ""short tail"", ""dark gray plumage"", ""faintly barred underparts"", ""distinct white eyelids""]","A bird with medium-sized round chunky body, long legs, rounded brownish head, short neck, short yellowish bill, short tail, dark gray plumage, faintly barred underparts, and distinct white eyelids."
839,Golden-crowned Kinglet,Golden-crowned Kinglet,"[""tiny rounded body"", ""short wings"", ""short tail"", ""large head"", ""large bill"", ""pale olive upperparts"", ""gray underparts"", ""gray face"", ""bright yellow-orange crown"", ""gray patches"", ""thin white wingbar"", ""black flight feathers""]","A bird with tiny rounded body, short wings, short tail, large head, large bill, pale olive upperparts, gray underparts, gray face, bright yellow-orange crown, gray patches, thin white wingbar, and black flight feathers."
840,Ruby-crowned Kinglet,Ruby-crowned Kinglet,"[""tiny body"", ""large head"", ""large neck"", ""thin tail"", ""small thin straight bill"", ""olive-green prominent white eyering"", ""white wingbar"", ""blackish bars""]","A bird with tiny body, large head, large neck, thin tail, small thin straight bill, olive-green prominent white eyering, white wingbar, and blackish bars."
841,Wrentit,Wrentit,"[""small large body"", ""round head"", ""short rounded wings"", ""long legs"", ""long tail"", ""curved bill"", ""plain brownish-gray paler plumage"", ""pale eye""]","A bird with small large body, round head, short rounded wings, long legs, long tail, curved bill, plain brownish-gray paler plumage, and pale eye."
842,Eastern Bluebird,Eastern Bluebird,"[""small body big rounded head"", ""large eye"", ""plump body"", ""straight bill"", ""deep blue grayish upperparts"", ""rusty brick-red throat"", ""rusty brick-red orange-brown breast"", ""bluish wings"", ""bluish tail""]","A bird with small body big rounded head, large eye, plump body, straight bill, deep blue grayish upperparts, rusty brick-red throat, rusty brick-red orange-brown breast, bluish wings, and bluish tail."
843,Western Bluebird,Western Bluebird,"[""small stocky body"", ""thin straight bill"", ""short tail"", ""blue upperparts"", ""blue breast"", ""blue back""]","A bird with small stocky body, thin straight bill, short tail, blue upperparts, blue breast, and blue back."
844,Mountain Bluebird,Mountain Bluebird,"[""small lanky body"", ""round head"", ""straight thin bill"", ""long pale blue wings"", ""long pale blue tail"", ""white undertail"", ""gray-brown plumage"", ""orange-brown chest""]","A bird with small lanky body, round head, straight thin bill, long pale blue wings, long pale blue tail, white undertail, gray-brown plumage, and orange-brown chest."
845,Townsend's Solitaire,Townsend's Solitaire,"[""medium-sized short body"", ""long tail"", ""short bill"", ""small rounded head"", ""upright posture"", ""slender appearance"", ""gray prominent white eyering"", ""buffy wings"", ""buffy tail feathers"", ""dark gray buff white plumage""]","A bird with medium-sized short body, long tail, short bill, small rounded head, upright posture, slender appearance, gray prominent white eyering, buffy wings, buffy tail feathers, and dark gray buff white plumage."
846,Veery,Veery,"[""medium-sized thrushes-smaller"", ""plump body"", ""round head"", ""straight narrow bill"", ""long wings"", ""long legs"", ""bright cinnamon-brown upperparts"", ""bright cinnamon-brown chest"", ""pale underparts""]","A bird with medium-sized thrushes-smaller, plump body, round head, straight narrow bill, long wings, long legs, bright cinnamon-brown upperparts, bright cinnamon-brown chest, and pale underparts."
847,Swainson's Thrush,Swainson's Thrush,"[""round head"", ""short straight bill"", ""long wings"", ""medium-length tail"", ""long back"", ""medium-brown pale underparts"", ""spotted chest"", ""large buffy eyering"", ""brown upperparts""]","A bird with round head, short straight bill, long wings, medium-length tail, long back, medium-brown pale underparts, spotted chest, large buffy eyering, and brown upperparts."
848,Hermit Thrush,Hermit Thrush,"[""hermit chunky shape"", ""slender body"", ""straight bill"", ""rich brown head"", ""rich brown back"", ""distinctly warm plumage"", ""reddish tail"", ""distinct spots"", ""thin pale eyering""]","A bird with hermit chunky shape, slender body, straight bill, rich brown head, rich brown back, distinctly warm plumage, reddish tail, distinct spots, and thin pale eyering."
849,Wood Thrush,Wood Thrush,"[""pot-bellied body"", ""short tail"", ""straight bill"", ""big head"", ""warm reddish-brown upperparts"", ""white bold black spots"", ""warm reddish-brown underparts"", ""white eyering""]","A bird with pot-bellied body, short tail, straight bill, big head, warm reddish-brown upperparts, white bold black spots, warm reddish-brown underparts, and white eyering."
850,Varied Thrush,Varied Thrush,"[""stocky body"", ""large rounded head"", ""straight bill"", ""long legs"", ""short tail"", ""dark blue-gray back"", ""rich burnt-orange underparts"", ""orange line"", ""dark blue-gray eye"", ""two orange bars"", ""orange edging"", ""two orange flight feathers"", ""paler gray-brown plumage""]","A bird with stocky body, large rounded head, straight bill, long legs, short tail, dark blue-gray back, rich burnt-orange underparts, orange line, dark blue-gray eye, two orange bars, orange edging, two orange flight feathers, and paler gray-brown plumage."
851,Gray Catbird,Gray Catbird,"[""medium-sized slender body"", ""long rounded black blackish tail"", ""narrow straight bill"", ""broad rounded wings"", ""slaty gray plumage"", ""small black cap"", ""rich rufous-brown patches"", ""blackish undertail""]","A bird with medium-sized slender body, long rounded black blackish tail, narrow straight bill, broad rounded wings, slaty gray plumage, small black cap, rich rufous-brown patches, and blackish undertail."
852,Northern Mockingbird,Northern Mockingbird,"[""medium-sized bit slender body"", ""small head"", ""long thin bill"", ""long legs"", ""gray-brown plumage"", ""two white wingbars"", ""white patches""]","A bird with medium-sized bit slender body, small head, long thin bill, long legs, gray-brown plumage, two white wingbars, and white patches."
853,Brown Thrasher,Brown Thrasher,"[""large slender body"", ""long proportions-the legs"", ""long proportions-the bill"", ""foxy brown plumage"", ""whitish underparts"", ""white wingbars"", ""bright-yellow eye""]","A bird with large slender body, long proportions-the legs, long proportions-the bill, foxy brown plumage, whitish underparts, white wingbars, and bright-yellow eye."
854,Curve-billed Thrasher,Curve-billed Thrasher,"[""lanky body"", ""long curved thick bill"", ""long tail"", ""thick legs"", ""grayish-brown upperparts"", ""off-white underparts"", ""indistinct gray-brown speckling""]","A bird with lanky body, long curved thick bill, long tail, thick legs, grayish-brown upperparts, off-white underparts, and indistinct gray-brown speckling."
855,California Thrasher,California Thrasher,"[""large lanky body"", ""long tail"", ""long legs"", ""wide wings"", ""brown grayish-brown plumage"", ""pale throat"", ""buffy rusty patches"", ""pale undertail""]","A bird with large lanky body, long tail, long legs, wide wings, brown grayish-brown plumage, pale throat, buffy rusty patches, and pale undertail."
856,European Starling (Nonbreeding Adult),European Starling,"[""chunky body"", ""blackbird-sized short tail"", ""long slender purplish-green iridescent yellow beak"", ""black fresh brown plumage"", ""white spots""]","A bird with chunky body, blackbird-sized short tail, long slender purplish-green iridescent yellow beak, black fresh brown plumage, and white spots."
857,American Pipit,American Pipit,"[""small slim body"", ""short thin bill"", ""medium-length tail"", ""brownish grayish upperparts"", ""pale underparts"", ""pale breast"", ""pale side""]","A bird with small slim body, short thin bill, medium-length tail, brownish grayish upperparts, pale underparts, pale breast, and pale side."
858,Bohemian Waxwing,Bohemian Waxwing,"[""full-bellied thick-necked shaggy crest"", ""grayish-brown plumage"", ""streaked belly"", ""red-tipped secondaries""]","A bird with full-bellied thick-necked shaggy crest, grayish-brown plumage, streaked belly, and red-tipped secondaries."
859,Cedar Waxwing,Cedar Waxwing,"[""medium-sized body"", ""large pale brown head"", ""short neck"", ""short wide bill"", ""pale brown chest"", ""gray wings"", ""bright yellow tip""]","A bird with medium-sized body, large pale brown head, short neck, short wide bill, pale brown chest, gray wings, and bright yellow tip."
860,Ovenbird,Ovenbird,"[""chunky body"", ""round head"", ""thick bill"", ""thick tail"", ""olive-green upperparts"", ""spotted underparts"", ""bold black plumage"", ""orange crown"", ""spotted stripes"", ""white eyering"", ""pink legs""]","A bird with chunky body, round head, thick bill, thick tail, olive-green upperparts, spotted underparts, bold black plumage, orange crown, spotted stripes, white eyering, and pink legs."
861,Louisiana Waterthrush,Louisiana Waterthrush,"[""large plump body"", ""short tail"", ""long legs"", ""brownish upperparts"", ""prominent white eyebrow"", ""pale underparts"", ""dark streaks""]","A bird with large plump body, short tail, long legs, brownish upperparts, prominent white eyebrow, pale underparts, and dark streaks."
862,Northern Waterthrush,Northern Waterthrush,"[""large trim body"", ""short fine bill"", ""short tail"", ""long legs"", ""brownish upperparts"", ""prominent pale eyebrow"", ""pale yellowish buff underparts"", ""dark streaks"", ""pink plumage""]","A bird with large trim body, short fine bill, short tail, long legs, brownish upperparts, prominent pale eyebrow, pale yellowish buff underparts, dark streaks, and pink plumage."
863,Blue-winged Warbler,Blue-winged Warbler,"[""pointed heavy black bill"", ""bright yellow underparts"", ""yellow-green upperparts"", ""yellow-green wingbars"", ""blue-gray wings"", ""black eyeline plumage"", ""white undertail""]","A bird with pointed heavy black bill, bright yellow underparts, yellow-green upperparts, yellow-green wingbars, blue-gray wings, black eyeline plumage, and white undertail."
864,Black-and-white Warbler,Black-and-white Warbler,"[""medium-sized body"", ""downcurved bill"", ""short neck"", ""boldly striped black white plumage"", ""black wings"", ""white wing bars"", ""obvious black streaking"", ""buff flank"", ""large black spots""]","A bird with medium-sized body, downcurved bill, short neck, boldly striped black white plumage, black wings, white wing bars, obvious black streaking, buff flank, and large black spots."
865,Prothonotary Warbler,Prothonotary Warbler,"[""large heavy body"", ""big head"", ""large heavy bill"", ""bright golden yellow blue-gray wings"", ""yellow blue-gray tail"", ""yellow-olive back"", ""black eye"", ""solid yellow face"", ""white undertail"", ""paler yellow plumage""]","A bird with large heavy body, big head, large heavy bill, bright golden yellow blue-gray wings, yellow blue-gray tail, yellow-olive back, black eye, solid yellow face, white undertail, and paler yellow plumage."
866,Tennessee Warbler,Tennessee Warbler,"[""small stocky body"", ""short tail"", ""thin sharply pointed bill"", ""gray head"", ""white line"", ""gray eye"", ""contrasting green back"", ""contrasting green wingbars"", ""greenish plumage"", ""white undertail""]","A bird with small stocky body, short tail, thin sharply pointed bill, gray head, white line, gray eye, contrasting green back, contrasting green wingbars, greenish plumage, and white undertail."
867,Orange-crowned Warbler,Orange-crowned Warbler,"[""small body"", ""sharply pointed bill"", ""short wings"", ""short square tail"", ""thin white yellow stripes"", ""blackish line"", ""white yellow eye"", ""pale partial eyering"", ""orange crown""]","A bird with small body, sharply pointed bill, short wings, short square tail, thin white yellow stripes, blackish line, white yellow eye, pale partial eyering, and orange crown."
868,Nashville Warbler,Nashville Warbler,"[""small compact plump body"", ""round gray head"", ""plump tail"", ""straight pointed bill"", ""yellow plumage"", ""green back"", ""white eyering"", ""yellow breast"", ""yellow undertail"", ""yellow coverts"", ""yellow underparts""]","A bird with small compact plump body, round gray head, plump tail, straight pointed bill, yellow plumage, green back, white eyering, yellow breast, yellow undertail, yellow coverts, and yellow underparts."
869,MacGillivray's Warbler,MacGillivray's Warbler,"[""compact small full body"", ""thick neck"", ""rich golden-olive olive brown upperparts"", ""bright yellow underparts"", ""bright yellow chest"", ""blackish lores"", ""whitish eye"", ""grayish brownish version hood"", ""pale throat""]","A bird with compact small full body, thick neck, rich golden-olive olive brown upperparts, bright yellow underparts, bright yellow chest, blackish lores, whitish eye, grayish brownish version hood, and pale throat."
870,Mourning Warbler,Mourning Warbler,"[""small sturdy full body"", ""thick neck"", ""moderately long tail"", ""strong legs"", ""olive brownish upperparts"", ""yellow underparts"", ""gray hood"", ""black chest"", ""yellow patches"", ""yellow throat"", ""thin white eye""]","A bird with small sturdy full body, thick neck, moderately long tail, strong legs, olive brownish upperparts, yellow underparts, gray hood, black chest, yellow patches, yellow throat, and thin white eye."
871,Hooded Warbler,Hooded Warbler,"[""sharp bill"", ""heavy body"", ""olive-green upperparts"", ""bright yellow underparts"", ""black hood"", ""bright yellow throat"", ""yellow forehead"", ""yellow cheek"", ""large black eye"", ""large black tail feathers""]","A bird with sharp bill, heavy body, olive-green upperparts, bright yellow underparts, black hood, bright yellow throat, yellow forehead, yellow cheek, large black eye, and large black tail feathers."
872,Cape May Warbler,Cape May Warbler,"[""short tail"", ""slender body"", ""decurved bill"", ""rich yellowish olive upperparts"", ""rufous cheek"", ""rufous stripes"", ""rufous breast"", ""large white patches"", ""vivid yellow plumage"", ""yellowish green rump""]","A bird with short tail, slender body, decurved bill, rich yellowish olive upperparts, rufous cheek, rufous stripes, rufous breast, large white patches, vivid yellow plumage, and yellowish green rump."
873,Northern Parula,Northern Parula,"[""small wood-warblers short tail"", ""wood-warblers short bill"", ""bluish gray plumage"", ""yellow-green patches"", ""white wingbars"", ""chestnut bands"", ""bright yellow throat"", ""bright yellow chest"", ""white eye""]","A bird with small wood-warblers short tail, wood-warblers short bill, bluish gray plumage, yellow-green patches, white wingbars, chestnut bands, bright yellow throat, bright yellow chest, and white eye."
874,Blackburnian Warbler,Blackburnian Warbler,"[""medium-sized thin pointed body"", ""short thin pointed bill"", ""medium-length tail"", ""orange face"", ""orange throat""]","A bird with medium-sized thin pointed body, short thin pointed bill, medium-length tail, orange face, and orange throat."
875,Yellow Warbler,Yellow Warbler,"[""yellow small uniformly plumage"", ""medium-length tail"", ""rounded head"", ""straight thin bill"", ""yellow patches"", ""large black eye""]","A bird with yellow small uniformly plumage, medium-length tail, rounded head, straight thin bill, yellow patches, and large black eye."
876,Palm Warbler,Palm Warbler,"[""fuller belly"", ""upright posture"", ""dull brownish-olive upperparts"", ""yellow undertail"", ""yellow throat"", ""paler yellow undertails"", ""dull brown crown""]","A bird with fuller belly, upright posture, dull brownish-olive upperparts, yellow undertail, yellow throat, paler yellow undertails, and dull brown crown."
877,Pine Warbler,Pine Warbler,"[""hefty body"", ""long tail"", ""long bill"", ""yellowish olive back"", ""whitish belly"", ""two prominent white wingbars"", ""gray wings"", ""pale eyering"", ""pale stripes""]","A bird with hefty body, long tail, long bill, yellowish olive back, whitish belly, two prominent white wingbars, gray wings, pale eyering, and pale stripes."
878,Yellow-throated Warbler,Yellow-throated Warbler,"[""pointed heavy bill"", ""heavy body"", ""yellow throat"", ""yellow side"", ""white eyebrow"", ""gray back"", ""white wingbars"", ""white belly"", ""white tail""]","A bird with pointed heavy bill, heavy body, yellow throat, yellow side, white eyebrow, gray back, white wingbars, white belly, and white tail."
879,Prairie Warbler,Prairie Warbler,"[""small thin straight bill"", ""slender body"", ""long tail"", ""long legs"", ""bright yellow underparts"", ""bright yellow flank"", ""black eyeline plumage"", ""yellow face"", ""chestnut patches"", ""dark spots"", ""chestnut side"", ""chestnut neck""]","A bird with small thin straight bill, slender body, long tail, long legs, bright yellow underparts, bright yellow flank, black eyeline plumage, yellow face, chestnut patches, dark spots, chestnut side, and chestnut neck."
880,Black-throated Gray Warbler,Black-throated Gray Warbler,"[""compact body"", ""small round also sharp black bill"", ""big head"", ""black plumage"", ""gray-and-white yellow spots"", ""white yellow eye"", ""patchy black throat"", ""all-white belly""]","A bird with compact body, small round also sharp black bill, big head, black plumage, gray-and-white yellow spots, white yellow eye, patchy black throat, and all-white belly."
881,Townsend's Warbler,Townsend's Warbler,"[""small slender body"", ""black head"", ""black throat"", ""gleaming golden face"", ""black cheek"", ""gleaming golden patches"", ""gray wings"", ""white wingbars"", ""olive-green back"", ""yellow breast"", ""bold black flank""]","A bird with small slender body, black head, black throat, gleaming golden face, black cheek, gleaming golden patches, gray wings, white wingbars, olive-green back, yellow breast, and bold black flank."
882,Hermit Warbler,Hermit Warbler,"[""small classic body proportions"", ""moderately long tail"", ""slender body"", ""straight bill"", ""golden-yellow head"", ""black throat"", ""dark gray back"", ""two white wingbars"", ""blackish streaking""]","A bird with small classic body proportions, moderately long tail, slender body, straight bill, golden-yellow head, black throat, dark gray back, two white wingbars, and blackish streaking."
883,Black-throated Green Warbler,Black-throated Green Warbler,"[""medium-sized plump body"", ""large head"", ""thick straight bill"", ""thick straight tail"", ""olive-green white underparts"", ""yellow bright face"", ""black front"", ""black throat"", ""bright yellow flank"", ""two bright white wingbars""]","A bird with medium-sized plump body, large head, thick straight bill, thick straight tail, olive-green white underparts, yellow bright face, black front, black throat, bright yellow flank, and two bright white wingbars."
884,Canada Warbler,Canada Warbler,"[""sharp bill"", ""fuller chest"", ""blue-gray upperparts"", ""bright yellow underparts"", ""whitish eyering""]","A bird with sharp bill, fuller chest, blue-gray upperparts, bright yellow underparts, and whitish eyering."
885,Wilson's Warbler,Wilson's Warbler,"[""long thin tail"", ""small thin bill"", ""large headed size"", ""bright yellow underparts"", ""yellowish olive upperparts"", ""black eye"", ""yellow cheek"", ""black cap"", ""olive crown"", ""yellow eyebrow""]","A bird with long thin tail, small thin bill, large headed size, bright yellow underparts, yellowish olive upperparts, black eye, yellow cheek, black cap, olive crown, and yellow eyebrow."
886,Yellow-breasted Chat,Yellow-breasted Chat,"[""small body"", ""long tail"", ""large head"", ""heavy bill"", ""olive-green upperparts"", ""bright yellow breast"", ""bold face"", ""white eyering""]","A bird with small body, long tail, large head, heavy bill, olive-green upperparts, bright yellow breast, bold face, and white eyering."
887,Green-tailed Towhee,Green-tailed Towhee,"[""small chunky stocky body"", ""big head"", ""stocky grayish olive-yellow tail"", ""grayish olive-yellow wings"", ""grayish olive-yellow back"", ""bright rufous crown"", ""white throat"", ""white stripes""]","A bird with small chunky stocky body, big head, stocky grayish olive-yellow tail, grayish olive-yellow wings, grayish olive-yellow back, bright rufous crown, white throat, and white stripes."
888,Spotted Towhee,Spotted Towhee,"[""large thick pointed bill"", ""short neck"", ""chunky body"", ""long rounded tail"", ""jet-black upperparts""]","A bird with large thick pointed bill, short neck, chunky body, long rounded tail, and jet-black upperparts."
889,Eastern Towhee,Eastern Towhee,"[""seed-cracking bill"", ""chunky body"", ""long rounded tail"", ""bold sooty black upperparts"", ""sooty black breast"", ""warm rufous side"", ""white belly"", ""rich brown plumage""]","A bird with seed-cracking bill, chunky body, long rounded tail, bold sooty black upperparts, sooty black breast, warm rufous side, white belly, and rich brown plumage."
890,Rufous-crowned Sparrow,Rufous-crowned Sparrow,"[""large body"", ""rounded head"", ""long tail"", ""thick pointed bill"", ""grayish streaky back"", ""bright reddish-brown crown"", ""white eyering"", ""white malar"", ""white stripes""]","A bird with large body, rounded head, long tail, thick pointed bill, grayish streaky back, bright reddish-brown crown, white eyering, white malar, and white stripes."
891,Canyon Towhee,Canyon Towhee,"[""long tail"", ""chunky body"", ""short rounded wings"", ""thick legs"", ""warm rusty undertail"", ""buffy throat"", ""reddish crown""]","A bird with long tail, chunky body, short rounded wings, thick legs, warm rusty undertail, buffy throat, and reddish crown."
892,California Towhee,California Towhee,"[""large body"", ""rounded short wings"", ""long tail"", ""rusty patches"", ""rusty bill""]","A bird with large body, rounded short wings, long tail, rusty patches, and rusty bill."
893,Abert's Towhee,Abert's Towhee,"[""long tail"", ""grayish-brown upperparts"", ""brown underparts"", ""rusty undertail"", ""brown coverts"", ""pale grayish bill""]","A bird with long tail, grayish-brown upperparts, brown underparts, rusty undertail, brown coverts, and pale grayish bill."
894,American Tree Sparrow,American Tree Sparrow,"[""small rounded gray head"", ""small bill"", ""long thin tail"", ""rusty cap"", ""streaked brown back"", ""smooth gray-buff breast"", ""reddish-brown gray plumage""]","A bird with small rounded gray head, small bill, long thin tail, rusty cap, streaked brown back, smooth gray-buff breast, and reddish-brown gray plumage."
895,Clay-colored Sparrow,Clay-colored Sparrow,"[""small bill"", ""slender body"", ""slender tail"", ""small slender shape"", ""pale plumage"", ""tan gray contrasting face"", ""pale gray collar"", ""pale stripes"", ""pale cheek""]","A bird with small bill, slender body, slender tail, small slender shape, pale plumage, tan gray contrasting face, pale gray collar, pale stripes, and pale cheek."
896,Brewer's Sparrow,Brewer's Sparrow,"[""slim body"", ""short rounded wings"", ""short rounded bill"", ""dusky gray-brown grayish underparts"", ""thin white eyering"", ""faint gray stripes""]","A bird with slim body, short rounded wings, short rounded bill, dusky gray-brown grayish underparts, thin white eyering, and faint gray stripes."
897,Field Sparrow,Field Sparrow,"[""small slender body"", ""rounded head"", ""long tail"", ""warm-colored distinct white eyering"", ""pink bill"", ""pale grayish underparts"", ""bright rufous crown"", ""wide rufous line"", ""bright rufous eye"", ""whitish throat"", ""black streaks"", ""two weak wingbars""]","A bird with small slender body, rounded head, long tail, warm-colored distinct white eyering, pink bill, pale grayish underparts, bright rufous crown, wide rufous line, bright rufous eye, whitish throat, black streaks, and two weak wingbars."
